index,img,target,0,1,2,3,4,5,6,7
2711,PNEUMONIA(3131).jpg,2,-1.422688007,14.04514122,0.421667755,0.99127537,5.675409794,459340,0,-0.077851698
2712,PNEUMONIA(1742).jpg,2,-1.328364849,13.67487907,0.39348352,0.994990826,5.826547623,621167.5,0,-0.049570061
2713,PNEUMONIA(1373).jpg,2,-0.843843579,9.49649334,0.282618135,0.987394214,5.787149429,496583.5,0,-0.080906294
2714,PNEUMONIA(1775).jpg,2,-1.398656726,14.5006628,0.439394623,0.993296206,5.841139793,700644,0,-0.07005465
2715,PNEUMONIA(2548).jpg,2,-1.581938863,16.82276917,0.591452539,0.996783972,5.844657898,990982.5,0,-0.041850071
2716,PNEUMONIA(187).jpg,2,-1.131281853,10.66644001,0.101219408,0.978509963,5.98671627,548994,0,-0.176849037
2717,PNEUMONIA(1415).jpg,2,-1.279280663,14.21052074,0.358773738,0.997401416,6.196354866,1363680.5,0,-0.020435307
2718,PNEUMONIA(1390).jpg,2,-1.358029127,15.52692699,0.404767305,0.998154581,6.327400208,2000759,0,-0.025396636
2719,PNEUMONIA(600).jpg,2,-1.085009575,11.94627571,0.399854213,0.996434033,5.85060358,696023.5,0,-0.039997861
2720,PNEUMONIA(723).jpg,2,-1.369228482,14.85296059,0.335115552,0.99439013,6.208049297,1325080,0,-0.041150037
2721,PNEUMONIA(1161).jpg,2,-1.25212419,10.74250221,0.277501345,0.966774344,5.231655598,127531,0,-0.317578137
2722,PNEUMONIA(3334).jpg,2,-1.443426013,14.75936031,0.452986658,0.993671179,5.792559147,641405,0,-0.055451721
2723,PNEUMONIA(2759).jpg,2,-1.47838819,14.59527779,0.538014174,0.99431783,5.525179386,421853.5,0,-0.034853701
2724,PNEUMONIA(904).jpg,2,-1.345385432,13.39296436,0.337319106,0.993603766,5.796747684,518300,0,-0.051323541
2725,PNEUMONIA(2401).jpg,2,-1.388764977,14.79670143,0.461580932,0.994539261,5.919566631,881031,0,-0.078750797
2726,PNEUMONIA(268).jpg,2,-1.298719168,12.88838577,0.369393289,0.990609109,5.681714058,426018,0,-0.108784385
2727,PNEUMONIA(2920).jpg,2,-1.245923877,13.33732414,0.318324,0.99392271,6.063871861,932534,0,-0.081789806
2728,PNEUMONIA(2194).jpg,2,-1.289350986,14.55387688,0.524811864,0.997649848,5.992068768,1235085.5,0,-0.028153954
2729,PNEUMONIA(3180).jpg,2,-1.362047076,13.71601486,0.373398036,0.991892755,5.793915272,550267.5,0,-0.105423346
2730,PNEUMONIA(868).jpg,2,-1.106113195,12.52227402,0.384779513,0.994473696,6.041855812,1037363,0,-0.048550691
2731,PNEUMONIA(2426).jpg,2,-0.90925014,6.35938406,0.059278686,0.862355053,4.84314537,37231,0.90309,-0.545185685
2732,PNEUMONIA(1152).jpg,2,-1.423054934,16.03938293,0.349547178,0.997900963,6.402918339,2115255.5,0,-0.019043483
2733,PNEUMONIA(2135).jpg,2,-1.408596873,14.84031391,0.348285109,0.99522084,6.075336933,994706,0,-0.03852652
2734,PNEUMONIA(1195).jpg,2,-1.325107098,13.90501785,0.320290089,0.995510638,6.044939995,890012.5,0,-0.036998302
2735,PNEUMONIA(2967).jpg,2,-1.262481809,12.98065758,0.32087636,0.992055953,5.892738342,632173,0,-0.07834322
2736,PNEUMONIA(1806).jpg,2,-1.24162364,13.76279163,0.279232144,0.996671855,6.305117607,1514637.5,0,-0.041770626
2737,PNEUMONIA(255).jpg,2,-1.250978231,13.36711788,0.421137601,0.995737255,5.870435715,734536,0,-0.063648723
2738,PNEUMONIA(2317).jpg,2,-1.116599441,12.61376286,0.379330784,0.995737255,6.052847862,1043925,0,-0.053139154
2739,PNEUMONIA(2454).jpg,2,-1.269164681,12.47712708,0.26643008,0.987016261,5.814404964,477318.5,0,-0.113504358
2740,PNEUMONIA(2676).jpg,2,-1.302532554,15.70121479,0.591774523,0.998669505,6.220666409,2489746,0,-0.003541217
2741,PNEUMONIA(2541).jpg,2,-1.524229884,16.55484962,0.56406641,0.997900963,5.946993351,1176614,0,-0.018406861
2742,PNEUMONIA(2174).jpg,2,-1.282835364,12.65888882,0.281749129,0.985493541,5.811940193,487585.5,0,-0.13389267
2743,PNEUMONIA(1189).jpg,2,-1.411985993,14.21736622,0.431843877,0.991901457,5.735548496,540349.5,0,-0.070175469
2744,PNEUMONIA(3286).jpg,2,-1.306001902,12.28522682,0.276018143,0.982676744,5.643588066,326793.5,0,-0.168275833
2745,PNEUMONIA(195).jpg,2,-1.18985045,11.59788704,0.345467895,0.987267137,5.535853386,293725.5,0,-0.15024446
2746,PNEUMONIA(3362).jpg,2,-1.376796246,13.114007,0.418974876,0.989100814,5.489984989,299756.5,0,-0.102411978
2747,PNEUMONIA(957).jpg,2,-1.270047903,12.83167744,0.209639654,0.990570903,6.063405514,768659.5,0,-0.104733922
2748,PNEUMONIA(2288).jpg,2,-1.362721086,13.62240791,0.436326057,0.994421065,5.655903339,458831,0,-0.032059733
2749,PNEUMONIA(676).jpg,2,-1.019961476,9.017821312,0.052834854,0.960237563,5.894398212,416466,0,-0.320532084
2750,PNEUMONIA(1903).jpg,2,-1.309655905,15.2565937,0.456798315,0.998410821,6.286793232,2056273.5,0,-0.018990804
2751,PNEUMONIA(1712).jpg,2,-1.248167396,12.24244976,0.208451226,0.98919946,5.919060707,551019.5,0,-0.125275716
2752,PNEUMONIA(2105).jpg,2,-1.232941747,11.81116676,0.263067544,0.98589927,5.677487373,347546,0,-0.130999804
2753,PNEUMONIA(2192).jpg,2,-1.213414311,12.81402493,0.492851287,0.994046092,5.648705482,527575.5,0,-0.058230635
2754,PNEUMONIA(351).jpg,2,-1.459070683,15.32629871,0.411572844,0.99691236,5.991131783,922824,0,-0.012123325
2755,PNEUMONIA(183).jpg,2,-1.379500031,13.76848125,0.351018071,0.992269814,5.811209679,547877,0,-0.118447982
2756,PNEUMONIA(2352).jpg,2,-1.366773605,13.62999725,0.390493453,0.990139544,5.725802422,486628.5,0,-0.110108547
2757,PNEUMONIA(3282).jpg,2,-1.361825109,13.34797192,0.378480345,0.99052,5.66904068,417933.5,0,-0.085251272
2758,PNEUMONIA(2767).jpg,2,-1.390875578,13.40069294,0.381629676,0.988725066,5.615433216,370149,0,-0.135357141
2759,PNEUMONIA(582).jpg,2,-0.952791691,8.209583282,0.027466834,0.93730247,5.976327419,487386.5,0,-0.412270993
2760,PNEUMONIA(1008).jpg,2,-1.191328049,12.97378826,0.374181449,0.996299744,5.977817535,858999.5,0,-0.034598909
2761,PNEUMONIA(2208).jpg,2,-1.278256178,13.07065487,0.336743623,0.991717637,5.853617191,594265,0,-0.072363615
2762,PNEUMONIA(3175).jpg,2,-1.242246985,12.14027405,0.448811412,0.991245329,5.41700983,276171.5,0,-0.116027236
2763,PNEUMONIA(974).jpg,2,-1.393599033,13.93613338,0.402825803,0.991892755,5.738328457,511727,0,-0.104259625
2764,PNEUMONIA(854).jpg,2,-1.278815269,14.26825809,0.338886291,0.996540546,6.253706455,1496455,0,-0.04689965
2765,PNEUMONIA(1076).jpg,2,-1.097520113,12.68844318,0.436501294,0.997649848,6.039718151,1171172,0,-0.027819294
2766,PNEUMONIA(1176).jpg,2,-1.309068203,14.04669094,0.414699286,0.99522084,5.960510254,884354,0,-0.061415549
2767,PNEUMONIA(685).jpg,2,-1.280489326,12.90012836,0.236468017,0.990783632,5.998126984,691293.5,0,-0.081896976
2768,PNEUMONIA(3017).jpg,2,-1.456336021,14.83306408,0.491957426,0.99536407,5.721180439,593710.5,0,-0.042882532
2769,PNEUMONIA(204).jpg,2,-1.2866292,12.3414259,0.280653566,0.983295202,5.699731827,376110.5,0,-0.120440923
2770,PNEUMONIA(2503).jpg,2,-1.186198711,11.61702061,0.305502772,0.985478044,5.630084991,337596,0,-0.146634549
2771,PNEUMONIA(194).jpg,2,-1.332838058,14.42705154,0.384124666,0.996199012,6.077393055,1084848,0,-0.028202636
2772,PNEUMONIA(1249).jpg,2,-1.18586421,12.34012508,0.360990345,0.994691908,5.78626442,538504.5,0,-0.071284279
2773,PNEUMONIA(345).jpg,2,-1.335722089,14.21051598,0.399087399,0.996671855,5.973293781,879901.5,0,-0.052089442
2774,PNEUMONIA(3165).jpg,2,-1.245044827,12.01120853,0.325039536,0.987532556,5.593725681,321552.5,0,-0.132359952
2775,PNEUMONIA(2144).jpg,2,-1.237155914,11.69938087,0.19643046,0.980815947,5.786462307,398574.5,0,-0.149662957
2776,PNEUMONIA(865).jpg,2,-1.337847471,14.71272945,0.435301125,0.997030139,6.067450047,1178164.5,0,-0.021111449
2777,PNEUMONIA(2484).jpg,2,-1.320482492,13.59579754,0.349195421,0.99227792,5.900397778,674254,0,-0.087471411
2778,PNEUMONIA(1493).jpg,2,-1.212243438,12.81166553,0.511786461,0.991854846,5.617805004,515422.5,0,-0.10928189
2779,PNEUMONIA(621).jpg,2,-1.242502332,12.99172497,0.300542384,0.994913042,5.988865852,760461,0,-0.053378884
2780,PNEUMONIA(3036).jpg,2,-1.19989121,11.06826591,0.389687508,0.981494963,5.239372253,163628,0,-0.240349412
2781,PNEUMONIA(2841).jpg,2,-1.320796847,13.12786961,0.376655847,0.991195977,5.69473505,442920,0.30103001,-0.119414188
2782,PNEUMONIA(2215).jpg,2,-1.216695786,11.6049633,0.189570948,0.985544503,5.821418762,427998,0,-0.144220874
2783,PNEUMONIA(1633).jpg,2,-1.325704455,13.81497955,0.461621314,0.995737255,5.761386395,619667.5,0,-0.072731584
2784,PNEUMONIA(2588).jpg,2,-1.45540607,14.38240337,0.420533836,0.992024958,5.706283092,489518,0,-0.074832685
2785,PNEUMONIA(1101).jpg,2,-1.241055846,11.02960968,0.198572084,0.969516039,5.536491394,224755.5,0,-0.251660258
2786,PNEUMONIA(1041).jpg,2,-1.284413576,12.77709866,0.273514032,0.9877159,5.863782406,540463,0,-0.119704098
2787,PNEUMONIA(2184).jpg,2,-1.465652943,15.92193127,0.481038004,0.995826364,6.042201042,1208737,0,-0.042369444
2788,PNEUMONIA(1543).jpg,2,-1.306439042,14.20497704,0.369891226,0.99691236,6.099969864,1113217,0,-0.03693983
2789,PNEUMONIA(766).jpg,2,-1.417623878,15.03438759,0.575644135,0.996299744,5.729563236,759790.5,0,-0.038401384
2790,PNEUMONIA(2674).jpg,2,-1.373204827,13.42373562,0.318248272,0.987582326,5.774160862,472314,0,-0.109481789
2791,PNEUMONIA(364).jpg,2,-1.365727305,14.81586552,0.350126326,0.994990826,6.176430702,1267307.5,0,-0.024775235
2792,PNEUMONIA(684).jpg,2,-1.246900678,13.12857914,0.278387964,0.991094172,6.071196556,882753,0,-0.079390183
2793,PNEUMONIA(769).jpg,2,-1.334122896,13.25095844,0.337803543,0.99081701,5.773375511,491582,0,-0.084788844
2794,PNEUMONIA(738).jpg,2,-1.268085122,13.36847687,0.244165897,0.994913042,6.170922279,1042689.5,0,-0.043055382
2795,PNEUMONIA(1291).jpg,2,-1.32583344,13.26298046,0.29093051,0.99170506,5.890032768,590089,0,-0.063395701
2796,PNEUMONIA(2665).jpg,2,-1.407023549,14.19389057,0.491836369,0.994099319,5.63833952,494121.5,0,-0.048827462
2797,PNEUMONIA(2679).jpg,2,-1.238730311,14.54108906,0.431578696,0.998154581,6.29614687,2003590,0,-0.018262405
2798,PNEUMONIA(2060).jpg,2,-1.309944749,14.24433517,0.419149578,0.997030139,6.015640736,1014364,0,-0.033453461
2799,PNEUMONIA(747).jpg,2,-1.192856789,11.72917747,0.345264554,0.98612982,5.574965954,320891,0,-0.143920407
2800,PNEUMONIA(2911).jpg,2,-1.275838256,13.51997089,0.331639439,0.995137095,6.021311283,864431.5,0,-0.038788904
2801,PNEUMONIA(125).jpg,2,-1.204515338,12.67398357,0.297535658,0.994046092,5.982100964,745740,0,-0.059154246
2802,PNEUMONIA(2621).jpg,2,-1.367421627,12.9630537,0.421084076,0.984186709,5.459999561,281597,0,-0.118925743
2803,PNEUMONIA(164).jpg,2,-1.289002895,14.11251926,0.408426017,0.998410821,6.046437263,1066518,0,-0.025132103
2804,PNEUMONIA(977).jpg,2,-1.37244904,15.51368713,0.332857043,0.996783972,6.411041737,2102559.5,0,-0.040104877
2805,PNEUMONIA(1987).jpg,2,-1.209054351,12.92444611,0.454955131,0.994099319,5.766697407,629554,0,-0.078553498
2806,PNEUMONIA(790).jpg,2,-1.378294706,13.41649342,0.374732584,0.987806976,5.660657883,405756,0,-0.078786761
2807,PNEUMONIA(755).jpg,2,-1.25748384,12.4575882,0.352944463,0.99002701,5.662495136,395142.5,0,-0.121238522
2808,PNEUMONIA(2825).jpg,2,-1.306817174,14.38690472,0.262103617,0.99691236,6.364290714,1670710,0,-0.03241653
2809,PNEUMONIA(26).jpg,2,-0.976037502,8.134167671,0.037421331,0.931827247,5.759263515,299230,0,-0.438598216
2810,PNEUMONIA(560).jpg,2,-1.195330024,12.31558418,0.230752975,0.990953386,6.025020123,732438.5,0,-0.087929323
2811,PNEUMONIA(2537).jpg,2,-1.530127287,15.6214571,0.559593379,0.997155547,5.675107956,622679,0,-0.037159987
2812,PNEUMONIA(2347).jpg,2,-1.36715734,13.31365871,0.341770411,0.989186287,5.711471558,427948,0,-0.105651982
2813,PNEUMONIA(2926).jpg,2,-1.341519713,14.19734764,0.422531396,0.995966733,5.912930965,803620.5,0,-0.069262549
2814,PNEUMONIA(514).jpg,2,-0.891423225,9.970064163,0.342930585,0.991898358,5.720854282,480225,0,-0.072902575
2815,PNEUMONIA(664).jpg,2,-1.304176211,14.64729214,0.442805558,0.996412456,6.123818874,1370303,0,-0.059146907
2816,PNEUMONIA(3069).jpg,2,-1.201089978,12.15630436,0.402632833,0.990741909,5.603286266,384425.5,0,-0.095503964
2817,PNEUMONIA(473).jpg,2,-1.246450067,12.75745773,0.323363692,0.991892755,5.851480961,578557.5,0,-0.075025313
2818,PNEUMONIA(916).jpg,2,-1.188673735,11.70116806,0.252392173,0.988049746,5.769030094,422160,0,-0.129737914
2819,PNEUMONIA(169).jpg,2,-1.319779992,13.12909222,0.303663313,0.991898358,5.833942413,531014.5,0,-0.084866278
2820,PNEUMONIA(642).jpg,2,-1.354717374,13.0698576,0.348931253,0.989644945,5.649314404,376868,0,-0.119766258
2821,PNEUMONIA(2558).jpg,2,-1.264981151,13.52690697,0.372643769,0.99383688,5.975920677,845223,0,-0.043603469
2822,PNEUMONIA(1343).jpg,2,-1.502706528,17.54753304,0.46527952,0.999194384,6.445716858,2929240.5,0,-0.008284789
2823,PNEUMONIA(1602).jpg,2,-1.385390639,15.20987797,0.42360884,0.997649848,6.121239185,1290141.5,0,-0.028491788
2824,PNEUMONIA(2430).jpg,2,-1.208734274,13.18266964,0.406022251,0.994848073,5.947742462,857442.5,0,-0.076494426
2825,PNEUMONIA(3147).jpg,2,-1.297184706,13.52213669,0.380414963,0.995065987,5.877067566,682579.5,0,-0.058884498
2826,PNEUMONIA(2140).jpg,2,-1.372910857,13.41074753,0.358244777,0.988967717,5.699501038,429523.5,0,-0.116560258
2827,PNEUMONIA(948).jpg,2,-1.234819651,12.67254066,0.305753797,0.992083669,5.888165474,610593.5,0,-0.058407348
2828,PNEUMONIA(2165).jpg,2,-1.508833289,15.581007,0.506886184,0.996061683,5.79772377,726687.5,0,-0.052473798
2829,PNEUMONIA(376).jpg,2,-1.383923769,13.85569,0.346063346,0.992083669,5.834079266,570437,0,-0.091325261
2830,PNEUMONIA(843).jpg,2,-1.209579229,12.96739101,0.336032182,0.994539261,5.997873783,832803.5,0,-0.036164813
2831,PNEUMONIA(1871).jpg,2,-1.131350994,10.92195415,0.120396972,0.979853511,6.015431881,604028.5,0,-0.190260261
2832,PNEUMONIA(1809).jpg,2,-1.236640811,11.91239548,0.381589532,0.987031579,5.468809605,268583.5,0,-0.136287123
2833,PNEUMONIA(2402).jpg,2,-1.371781945,14.44412231,0.418485671,0.994099319,5.924191952,813559.5,0,-0.070827603
2834,PNEUMONIA(857).jpg,2,-1.371824384,13.07845211,0.31736815,0.985383689,5.669838428,370856,0,-0.184179395
2835,PNEUMONIA(903).jpg,2,-1.206614375,12.15773201,0.271896631,0.990961611,5.847423553,523468.5,0,-0.090951182
2836,PNEUMONIA(2459).jpg,2,-1.205535054,13.32247162,0.413628221,0.99521172,5.992403507,963548.5,0,-0.05401269
2837,PNEUMONIA(331).jpg,2,-1.286071301,14.05237007,0.356437176,0.996061683,6.128220081,1160171.5,0,-0.036139883
2838,PNEUMONIA(2645).jpg,2,-1.323778749,13.75638962,0.333027571,0.995137095,5.975452423,777121.5,0,-0.006819173
2839,PNEUMONIA(3412).jpg,2,-1.402505755,13.21979332,0.441069484,0.988797486,5.432204247,274490.5,0,-0.136141106
2840,PNEUMONIA(2323).jpg,2,-1.159652829,12.24770832,0.369632751,0.992475331,5.806520462,576888,0,-0.047128115
2841,PNEUMONIA(394).jpg,2,-1.558676004,15.74773407,0.614728391,0.995593786,5.556452274,549059,0,-0.071419992
2842,PNEUMONIA(2837).jpg,2,-1.363193393,13.33754158,0.356800944,0.990106523,5.700792789,430158,0,-0.073401935
2843,PNEUMONIA(3323).jpg,2,-1.180058122,12.13052273,0.329353809,0.990438044,5.785935402,506095.5,0,-0.066226229
2844,PNEUMONIA(2378).jpg,2,-1.251638412,11.32529068,0.214682341,0.974776387,5.574591637,251730,0,-0.251681477
2845,PNEUMONIA(3274).jpg,2,-1.274190187,12.23356628,0.261601985,0.986508071,5.73028326,390135.5,0,-0.141525954
2846,PNEUMONIA(2712).jpg,2,-1.338865638,12.80551624,0.307980925,0.987284303,5.676178455,371656.5,0,-0.126403347
2847,PNEUMONIA(344).jpg,2,-1.312485337,12.86478329,0.341799259,0.986991882,5.691157341,410783,0,-0.111752488
2848,PNEUMONIA(315).jpg,2,-1.369642138,14.01354408,0.317877382,0.992654383,5.974504471,749991.5,0,-0.09535896
2849,PNEUMONIA(172).jpg,2,-1.399102092,15.84266758,0.332924217,0.997900963,6.439134121,2235799,0,-0.036113113
2850,PNEUMONIA(1057).jpg,2,-1.168339014,11.66908455,0.345253348,0.989891231,5.613926411,351900,0,-0.096189767
2851,PNEUMONIA(1442).jpg,2,-1.27747333,13.42145252,0.380836666,0.994539261,5.89178896,705739,0,-0.060884729
2852,PNEUMONIA(103).jpg,2,-1.192098379,13.61426735,0.387415648,0.997649848,6.184573174,1419715.5,0,-0.007974403
2853,PNEUMONIA(292).jpg,2,-1.319256663,13.4671278,0.377703696,0.995286882,5.809872627,580246,0,-0.045543157
2854,PNEUMONIA(3192).jpg,2,-1.244749546,10.77981186,0.183486372,0.962669611,5.481272221,193093.5,0,-0.326400906
2855,PNEUMONIA(960).jpg,2,-1.326056123,14.24544048,0.47542423,0.99691236,5.877792835,836518.5,0,-0.046214685
2856,PNEUMONIA(1776).jpg,2,-1.125679493,10.30108738,0.110825196,0.976002097,5.81984663,379315,0,-0.244436756
2857,PNEUMONIA(2410).jpg,2,-1.217523813,13.07175541,0.413036376,0.996199012,5.870413303,725480.5,0,-0.028157489
2858,PNEUMONIA(3209).jpg,2,-1.353829384,13.72038841,0.32862705,0.993803442,5.896471024,639994,0,-0.078454442
2859,PNEUMONIA(2826).jpg,2,-1.495408893,15.91276646,0.501271188,0.99691236,5.932920456,978820,0,-0.046988003
2860,PNEUMONIA(433).jpg,2,-1.414590836,13.8145752,0.401004493,0.991520643,5.658308983,423924.5,0,-0.102437124
2861,PNEUMONIA(2982).jpg,2,-1.520328403,15.09638405,0.53332305,0.993630707,5.590775013,479483,0,-0.077220775
2862,PNEUMONIA(3178).jpg,2,-1.209219217,11.96689701,0.435683846,0.992033422,5.455879688,294314,0,-0.099958494
2863,PNEUMONIA(3389).jpg,2,-1.339856863,13.80173302,0.273995101,0.994633079,6.062298298,849944.5,0,-0.070515841
2864,PNEUMONIA(1392).jpg,2,-1.225111604,12.6384573,0.329889178,0.992083669,5.851153851,585706,0,-0.107945606
2865,PNEUMONIA(1647).jpg,2,-1.398536205,14.63865948,0.481652677,0.993051708,5.813075066,720982.5,0,-0.081556879
2866,PNEUMONIA(1571).jpg,2,-1.139336348,9.911715508,0.245296136,0.962435067,5.231596947,121733,0,-0.328562349
2867,PNEUMONIA(1130).jpg,2,-1.384883165,13.95291615,0.428784639,0.995065987,5.720275879,520044,0,-0.045861848
2868,PNEUMONIA(920).jpg,2,-1.42025423,14.71346664,0.419010431,0.995593786,5.888544559,745677,0,-0.044095941
2869,PNEUMONIA(923).jpg,2,-1.216295004,12.12605,0.280540258,0.987949967,5.791577816,466481,0,-0.121124603
2870,PNEUMONIA(2101).jpg,2,-1.298072577,12.36040688,0.28570649,0.983641624,5.665755272,349698.5,0,-0.147476405
2871,PNEUMONIA(1186).jpg,2,-1.312436938,14.47731304,0.406301379,0.997784138,6.107940674,1218827,0,-0.017874006
2872,PNEUMONIA(3325).jpg,2,-1.506318927,15.65854836,0.675695777,0.99691236,5.532765865,635571.5,0,-0.070510209
2873,PNEUMONIA(1378).jpg,2,-1.329407334,13.71729565,0.327176601,0.994848073,5.958925724,739498,0,-0.076585986
2874,PNEUMONIA(523).jpg,2,-1.426480293,14.56086636,0.416014969,0.995286882,5.834066868,653967,0,-0.040685959
2875,PNEUMONIA(2159).jpg,2,-1.249025702,12.34648132,0.299040407,0.990150213,5.75100708,438383,0.30103001,-0.10025999
2876,PNEUMONIA(110).jpg,2,-1.289451361,14.36400795,0.380744219,0.997030139,6.179165363,1366037,0,-0.017267797
2877,PNEUMONIA(1877).jpg,2,-1.248615742,11.69146824,0.193533152,0.982657492,5.763863564,376084.5,0,-0.160672635
2878,PNEUMONIA(519).jpg,2,-1.332207084,12.47509193,0.27301231,0.981370091,5.648357868,326983.5,0,-0.088764682
2879,PNEUMONIA(3327).jpg,2,-1.155373931,12.42842579,0.340750843,0.996199012,5.943181515,747461,0,-0.034099806
2880,PNEUMONIA(1043).jpg,2,-1.157991767,12.28173256,0.344088286,0.993255138,5.872834206,638517.5,0,-0.059054762
2881,PNEUMONIA(1119).jpg,2,-1.369155288,15.12904072,0.501416147,0.997649848,6.006380081,1187812,0,-0.016728885
2882,PNEUMONIA(3379).jpg,2,-1.262307882,12.67633915,0.327334404,0.992851436,5.776017189,489098,0,-0.088161193
2883,PNEUMONIA(3105).jpg,2,-1.362782121,13.50789833,0.362369269,0.992083669,5.747290611,484435.5,0,-0.113566689
2884,PNEUMONIA(365).jpg,2,-1.349808931,13.6834116,0.333335698,0.993051708,5.88492775,629058.5,0,-0.061998129
2885,PNEUMONIA(323).jpg,2,-1.314502954,14.57312489,0.43606323,0.996658862,6.082618237,1225776.5,0,-0.015902672
2886,PNEUMONIA(989).jpg,2,-1.298187613,14.15386772,0.371767014,0.99536407,6.101041317,1120239,0,-0.040115975
2887,PNEUMONIA(1302).jpg,2,-1.279431701,12.81730652,0.311098754,0.992460489,5.814416885,516704,0,-0.109327704
2888,PNEUMONIA(961).jpg,2,-1.300183654,13.62773991,0.424435556,0.995286882,5.827292919,665831,0,-0.058565076
2889,PNEUMONIA(1564).jpg,2,-1.302069783,13.10780334,0.33529979,0.991837323,5.810600281,535157.5,0,-0.070755534
2890,PNEUMONIA(2340).jpg,2,-1.198274851,12.8440485,0.350444078,0.993255138,5.957785606,783033,0,-0.033359021
2891,PNEUMONIA(29).jpg,2,-1.152740359,12.38092041,0.16558677,0.994099319,6.345565796,1381164,0,-0.071733266
2892,PNEUMONIA(422).jpg,2,-1.290096879,15.13700199,0.385614038,0.998154581,6.428759098,2451668,0,-0.019719798
2893,PNEUMONIA(1925).jpg,2,-1.250268817,12.2223444,0.209627002,0.985728323,5.904784679,534304.5,0,-0.112232633
2894,PNEUMONIA(1308).jpg,2,-1.328727722,13.35521317,0.330548674,0.993030846,5.836937904,562248,0,-0.075622648
2895,PNEUMONIA(2132).jpg,2,-1.588019133,17.26521301,0.552281439,0.996199012,6.015289307,1319918.5,0,-0.039101291
2896,PNEUMONIA(2466).jpg,2,-1.431369424,14.31860638,0.393537432,0.993671179,5.785821438,557452.5,0,-0.02417635
2897,PNEUMONIA(2941).jpg,2,-1.283065438,13.24811554,0.390347481,0.991854846,5.802444458,588140,0,-0.10521841
2898,PNEUMONIA(1965).jpg,2,-1.351907015,12.65921402,0.312458783,0.987522662,5.590235233,306989,0,-0.137698799
2899,PNEUMONIA(518).jpg,2,-0.941392481,10.1706562,0.328973889,0.987285674,5.673538685,408877.5,0,-0.102801003
2900,PNEUMONIA(1641).jpg,2,-1.163860798,11.36193466,0.254166961,0.981703162,5.70242691,364465.5,0,-0.228247091
2901,PNEUMONIA(876).jpg,2,-0.740750313,9.046211243,0.314723998,0.991162002,5.895754814,738761,0,-0.092616811
2902,PNEUMONIA(759).jpg,2,-1.286687136,12.18102455,0.456787258,0.985023022,5.316980362,222904,0,-0.191592976
2903,PNEUMONIA(1722).jpg,2,-1.134333372,9.722268105,0.297660768,0.965630889,5.056146145,89899,0.30103001,-0.380517215
2904,PNEUMONIA(2657).jpg,2,-1.397280216,14.68927193,0.43227309,0.995137095,5.914934635,819999.5,0,-0.065119945
2905,PNEUMONIA(850).jpg,2,-1.233049154,13.49523926,0.398286611,0.997155547,6.005517483,959461,0,-0.026058361
2906,PNEUMONIA(1066).jpg,2,-0.871980548,9.940643311,0.341612905,0.99052,5.779519081,553958.5,0,-0.084541038
2907,PNEUMONIA(3345).jpg,2,-1.346436739,12.85122871,0.399379909,0.988344133,5.507935524,301534,0,-0.114393815
2908,PNEUMONIA(420).jpg,2,-1.48380971,14.75306511,0.527928174,0.993086338,5.577611446,463503,0,-0.090029828
2909,PNEUMONIA(16).jpg,2,-1.286204815,13.11177063,0.371824473,0.992099166,5.782075405,539099.5,0,-0.075297914
2910,PNEUMONIA(1216).jpg,2,-1.274795771,12.58397007,0.285769224,0.990916312,5.796368122,473218,0,-0.093202502
2911,PNEUMONIA(979).jpg,2,-1.324627519,14.54794693,0.267950922,0.996671855,6.360150814,1671595.5,0,-0.026058272
2912,PNEUMONIA(993).jpg,2,-1.205906034,12.8424263,0.337127954,0.994473696,5.963070393,773184,0,-0.054818019
2913,PNEUMONIA(978).jpg,2,-0.892597497,11.15044308,0.37609753,0.996199012,6.222868919,1652379.5,0,-0.020410275
2914,PNEUMONIA(3391).jpg,2,-1.350254059,13.92171383,0.458822906,0.993883729,5.741049767,585886.5,0,-0.049820531
2915,PNEUMONIA(1515).jpg,2,-1.291319251,13.8690052,0.450200766,0.994990826,5.885529041,805377.5,0,-0.059880529
2916,PNEUMONIA(2707).jpg,2,-1.323483586,13.87496948,0.346831918,0.994258404,5.989683151,824163,0,-0.06796775
2917,PNEUMONIA(2383).jpg,2,-1.385815144,15.52515888,0.485919952,0.998669505,6.113561153,1455668,0,-0.021481253
2918,PNEUMONIA(990).jpg,2,-1.181638837,12.32370758,0.326785117,0.995510638,5.857552528,593808.5,0,-0.041192602
2919,PNEUMONIA(2116).jpg,2,-1.412008643,15.41610527,0.431414515,0.996061683,6.104043961,1257630.5,0,-0.043025535
2920,PNEUMONIA(39).jpg,2,-1.327786684,12.86886597,0.272602886,0.989162147,5.792226315,456031,0,-0.080830403
2921,PNEUMONIA(771).jpg,2,-1.246934295,12.71623421,0.427655905,0.992269814,5.643673897,443414.5,0,-0.073476069
2922,PNEUMONIA(2440).jpg,2,-1.329141855,13.66723919,0.355232954,0.994848073,5.891753674,668571.5,0,-0.070718721
2923,PNEUMONIA(1403).jpg,2,-1.109206319,10.62351894,0.080123775,0.978491843,6.133708477,748095.5,0,-0.196415916
2924,PNEUMONIA(3220).jpg,2,-1.322396398,12.74369431,0.298082203,0.988477707,5.713072777,398216.5,0,-0.091323994
2925,PNEUMONIA(529).jpg,2,-1.212812781,11.82555676,0.253301024,0.986903965,5.752347946,406037,0,-0.113010861
